Point ID,alphat,arc_length,epsilon,k,nut,p,p_rgh,Points_0,Points_1,Points_2,Points_Magnitude,T,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
159,0,0.03816,1755.76,1.3689,0,0.939781,0.939781,0.03816,0,0.001,0.0381731,311.066,0,0,0,0,1
160,0,0.0384,1745.55,1.35503,0,0.946825,0.946825,0.0384,0,0.001,0.038413,311.162,0,0,0,0,1
161,0,0.03864,1735.43,1.3413,0,0.953797,0.953797,0.03864,0,0.001,0.0386529,311.259,0,0,0,0,1
162,0,0.03888,1725.31,1.32758,0,0.960769,0.960769,0.03888,0,0.001,0.0388929,311.355,0,0,0,0,1
163,0,0.03912,1715.19,1.31385,0,0.967742,0.967742,0.03912,0,0.001,0.0391328,311.451,0,0,0,0,1
164,0,0.03936,1705.4,1.30066,0,0.974462,0.974462,0.03936,0,0.001,0.0393727,311.547,0,0,0,0,1
165,0,0.0396,1696.18,1.28838,0,0.98074,0.98074,0.0396,0,0.001,0.0396126,311.643,0,0,0,0,1
166,0,0.03984,1686.96,1.27611,0,0.987019,0.987019,0.03984,0,0.001,0.0398525,311.738,0,0,0,0,1
167,0,0.04008,1677.75,1.26384,0,0.993297,0.993297,0.04008,0,0.001,0.0400925,311.834,0,0,0,0,1
168,0,0.04032,1668.53,1.25156,0,0.999576,0.999576,0.04032,0,0.001,0.0403324,311.93,0,0,0,0,1
169,0,0.04056,1659.99,1.24035,0,1.00532,1.00532,0.04056,0,0.001,0.0405723,312.026,0,0,0,0,1
170,0,0.0408,1651.6,1.22937,0,1.01095,1.01095,0.0408,0,0.001,0.0408123,312.121,0,0,0,0,1
171,0,0.04104,1643.21,1.2184,0,1.01658,1.01658,0.04104,0,0.001,0.0410522,312.217,0,0,0,0,1
172,0,0.04128,1634.83,1.20742,0,1.02221,1.02221,0.04128,0,0.001,0.0412921,312.312,0,0,0,0,1
173,0,0.04152,1626.65,1.19676,0,1.02768,1.02768,0.04152,0,0.001,0.041532,312.408,0,0,0,0,1
174,0,0.04176,1619.02,1.18695,0,1.03273,1.03273,0.04176,0,0.001,0.041772,312.503,0,0,0,0,1
175,0,0.042,1611.4,1.17713,0,1.03778,1.03778,0.042,0,0.001,0.0420119,312.599,0,0,0,0,1
176,0,0.04224,1603.77,1.16731,0,1.04283,1.04283,0.04224,0,0.001,0.0422518,312.694,0,0,0,0,1
177,0,0.04248,1596.15,1.1575,0,1.04788,1.04788,0.04248,0,0.001,0.0424918,312.789,0,0,0,0,1
178,0,0.04272,1589.03,1.14843,0,1.0526,1.0526,0.04272,0,0.001,0.0427317,312.885,0,0,0,0,1
179,0,0.04296,1582.1,1.13964,0,1.05719,1.05719,0.04296,0,0.001,0.0429716,312.98,0,0,0,0,1
180,0,0.0432,1575.17,1.13086,0,1.06179,1.06179,0.0432,0,0.001,0.0432116,313.075,0,0,0,0,1
181,0,0.04344,1568.24,1.12207,0,1.06638,1.06638,0.04344,0,0.001,0.0434515,313.17,0,0,0,0,1
182,0,0.04368,1561.43,1.11345,0,1.0709,1.0709,0.04368,0,0.001,0.0436914,313.265,0,0,0,0,1
183,0,0.04392,1555.13,1.10558,0,1.0751,1.0751,0.04392,0,0.001,0.0439314,313.36,0,0,0,0,1
184,0,0.04416,1548.83,1.0977,0,1.07931,1.07931,0.04416,0,0.001,0.0441713,313.455,0,0,0,0,1
185,0,0.0444,1542.54,1.08983,0,1.08351,1.08351,0.0444,0,0.001,0.0444113,313.549,0,0,0,0,1
186,0,0.04464,1536.24,1.08195,0,1.08772,1.08772,0.04464,0,0.001,0.0446512,313.644,0,0,0,0,1
187,0,0.04488,1530.31,1.07459,0,1.09171,1.09171,0.04488,0,0.001,0.0448911,313.739,0,0,0,0,1
188,0,0.04512,1524.58,1.06752,0,1.09558,1.09558,0.04512,0,0.001,0.0451311,313.833,0,0,0,0,1
189,0,0.04536,1518.85,1.06045,0,1.09944,1.09944,0.04536,0,0.001,0.045371,313.927,0,0,0,0,1
190,0,0.0456,1513.12,1.05338,0,1.10331,1.10331,0.0456,0,0.001,0.045611,314.022,0,0,0,0,1
191,0,0.04584,1507.44,1.04637,0,1.10716,1.10716,0.04584,0,0.001,0.0458509,314.116,0,0,0,0,1
192,0,0.04608,1502.22,1.04001,0,1.11074,1.11074,0.04608,0,0.001,0.0460908,314.21,0,0,0,0,1
193,0,0.04632,1497.01,1.03365,0,1.11433,1.11433,0.04632,0,0.001,0.0463308,314.304,0,0,0,0,1
194,0,0.04656,1491.79,1.02728,0,1.11791,1.11791,0.04656,0,0.001,0.0465707,314.398,0,0,0,0,1
195,0,0.0468,1486.58,1.02092,0,1.1215,1.1215,0.0468,0,0.001,0.0468107,314.492,0,0,0,0,1
196,0,0.04704,1481.61,1.0149,0,1.12495,1.12495,0.04704,0,0.001,0.0470506,314.586,0,0,0,0,1
